,Quantity,Unit Price,Discount,Year,Month,Day,DayOfWeek,IsWeekend,Quarter,Sales_Lag_7,Sales_Lag_14,Rolling_Avg_7,Rolling_Avg_14,Customer_Count,Is_Holiday,Temperature_Avg,Weekend_Holiday,Holiday_Rainfall,Season,Rainfall_Category
247,1,59778,15,2025,3,18,1,0,1,,,22815.833333333332,22815.833333333332,26,0,23.425,0,0.0,Summer,Light
248,4,31095,15,2024,6,13,3,0,2,,,141902.625,141902.625,24,0,16.7,0,0.0,Monsoon,None
249,2,50258,15,2023,10,18,2,0,4,,,60465.700000000004,60465.700000000004,23,0,20.225,0,0.0,Winter,Light
250,2,60360,5,2024,9,24,1,0,3,,,78504.5,78504.5,19,0,22.0,0,0.0,Monsoon,None
251,2,63148,5,2024,3,2,5,1,1,,,87146.6,87146.6,18,0,14.65,0,0.0,Summer,None
252,5,57913,0,2024,5,21,1,0,2,,,115522.06666666667,115522.06666666667,25,0,25.0,0,0.0,Summer,None
253,2,58276,10,2025,1,16,3,0,1,,,83890.75,83890.75,26,0,26.925,0,0.0,Winter,None
254,5,6472,10,2023,11,7,1,0,4,,,22734.0,22734.0,24,0,16.7,0,0.0,Winter,None
255,3,3517,5,2025,1,12,6,1,1,,,32280.824999999997,32280.824999999997,25,0,11.425,0,0.0,Winter,None
256,3,7479,20,2024,3,28,3,0,1,,,45249.3,45249.3,22,0,22.0,0,0.0,Summer,None
257,5,72191,10,2024,10,21,0,0,4,,,187155.4,187155.4,31,0,13.4,0,0.0,Winter,None
258,1,59846,5,2024,12,15,6,1,4,,,56853.7,56853.7,27,0,11.8,0,0.0,Winter,None
259,1,59828,5,2024,6,3,0,0,2,,,78704.3,78704.3,37,0,21.175,0,0.0,Monsoon,None
260,2,27785,0,2025,8,30,5,1,3,,,87406.975,87406.975,24,0,24.375,0,0.0,Monsoon,None
261,3,24823,10,2024,10,25,4,0,4,,,53405.850000000006,53405.850000000006,34,0,16.075,0,0.0,Winter,None
262,3,50511,10,2023,11,22,2,0,4,,,155980.36666666667,155980.36666666667,27,0,13.4,0,0.0,Winter,None
263,4,39061,20,2024,2,5,0,0,1,,,124995.2,124995.2,20,0,24.375,0,0.0,Winter,None
264,5,30115,10,2024,3,7,3,0,1,,,135517.5,135517.5,26,0,20.225,0,0.0,Summer,Light
265,1,43894,20,2024,10,26,5,1,4,,,85759.6,85759.6,26,0,16.4,0,0.0,Winter,None
266,3,33800,5,2025,2,5,2,0,1,,,91726.6,91726.6,26,0,23.425,0,0.0,Winter,Light
267,2,9711,10,2025,3,27,3,0,1,,,52941.93333333333,52941.93333333333,26,0,11.8,0,0.0,Summer,None
268,5,57388,20,2025,2,20,3,0,1,,,155478.25,155478.25,30,0,24.925,0,0.0,Winter,None
269,4,27669,20,2024,6,9,6,1,2,,,172976.86666666667,172976.86666666667,23,0,26.0,0,0.0,Monsoon,None
270,2,63300,0,2024,9,29,6,1,3,,,136801.75,136801.75,24,0,16.7,0,0.0,Monsoon,None
271,4,32197,10,2025,9,2,1,0,3,,,94250.55,94250.55,23,0,23.425,0,0.0,Monsoon,Light
272,4,25239,15,2024,8,27,1,0,3,,,89755.26666666666,89755.26666666666,26,0,23.425,0,0.0,Monsoon,Light
273,4,47304,15,2024,2,16,4,0,1,,,160833.6,160833.6,22,0,26.0,0,0.0,Winter,None
274,2,19112,10,2025,4,16,2,0,2,,,34401.6,34401.6,17,0,20.225,0,0.0,Summer,Light
275,5,890,20,2024,4,14,6,1,2,,,3560.0,3560.0,20,0,24.375,0,0.0,Summer,None
276,4,62321,5,2024,4,10,2,0,2,,,122547.9,122547.9,25,0,14.65,0,0.0,Summer,None
277,5,31545,5,2025,4,22,1,0,2,,,129414.375,129414.375,22,0,21.525,0,0.0,Summer,None
278,1,77022,5,2024,9,27,4,0,3,,,48879.85,48879.85,19,0,26.0,0,0.0,Monsoon,None
279,5,31480,10,2024,2,6,1,0,1,,,79178.43333333333,79178.43333333333,26,0,16.4,0,0.0,Winter,None
280,3,77903,15,2025,8,17,6,1,3,,,101821.45,101821.45,34,0,16.075,0,0.0,Monsoon,None
281,4,43141,10,2024,8,25,6,1,3,,,143896.075,143896.075,19,0,16.7,0,0.0,Monsoon,None
282,2,41901,5,2025,6,30,0,0,2,,,105304.1375,105304.1375,25,0,16.075,0,0.0,Monsoon,None
283,5,74119,10,2025,5,10,5,1,2,,,314715.75,314715.75,23,0,21.175,0,0.0,Summer,None
284,1,45039,0,2025,8,5,1,0,3,,,45039.0,45039.0,28,0,25.0,0,0.0,Monsoon,None
285,3,23107,10,2024,2,14,2,0,1,,,175546.95,175546.95,28,0,21.849998,0,0.0,Winter,None
286,1,19031,5,2025,7,23,2,0,3,,,55943.28333333333,55943.28333333333,25,0,13.4,0,0.0,Monsoon,None
287,5,6383,5,2025,3,9,6,1,1,,,111141.48333333334,111141.48333333334,28,0,16.075,0,0.0,Summer,None
288,4,19136,10,2024,3,30,5,1,1,,,59179.8625,59179.8625,25,0,13.4,0,0.0,Summer,None
289,1,24046,20,2025,6,23,0,0,2,,,73200.09999999999,73200.09999999999,15,0,21.075,0,0.0,Monsoon,None
290,5,52962,15,2025,4,20,6,1,2,,,225088.5,225088.5,19,0,24.375,0,0.0,Summer,None
291,4,697,20,2024,7,16,1,0,3,,,72384.75,72384.75,25,0,21.175,0,0.0,Monsoon,None
292,4,64428,0,2023,10,16,0,0,4,,,257712.0,257712.0,23,0,26.925,0,0.0,Winter,None
293,1,15196,5,2025,5,10,5,1,2,,,121260.66666666667,121260.66666666667,24,0,25.0,0,0.0,Summer,None
294,2,78645,5,2023,11,5,6,1,4,,,120879.65,120879.65,35,0,13.075,0,0.0,Winter,None
295,4,66392,0,2024,6,3,0,0,2,,,140992.19999999998,140992.19999999998,37,0,21.175,0,0.0,Monsoon,None
296,3,53780,5,2024,6,9,6,1,2,,,121674.3625,121674.3625,28,0,16.075,0,0.0,Monsoon,None
297,5,27298,15,2025,9,17,2,0,3,,,65156.5,65156.5,41,0,14.65,0,0.0,Monsoon,None
298,1,72532,5,2024,1,3,2,0,1,,,81841.53333333334,81841.53333333334,25,0,26.0,0,0.0,Winter,None
299,5,32758,5,2024,9,14,5,1,3,,,178618.25,178618.25,28,0,14.65,0,0.0,Monsoon,None
300,1,50673,0,2024,8,29,3,0,3,,,50673.0,50673.0,24,0,21.849998,0,0.0,Monsoon,None
301,3,51988,5,2025,4,1,1,0,2,,,179396.4,179396.4,16,0,20.225,0,0.0,Summer,Light
302,5,50808,20,2024,5,13,0,0,2,,,130977.96666666667,130977.96666666667,27,0,11.8,0,0.0,Summer,None
303,1,60395,10,2024,10,18,4,0,4,,,54355.5,54355.5,24,0,22.0,0,0.0,Winter,None
304,4,18577,0,2025,8,31,6,1,3,,,48842.35,48842.35,37,0,24.925,0,0.0,Monsoon,None
305,5,42091,15,2024,3,26,1,0,1,,,117726.65000000001,117726.65000000001,18,0,14.65,0,0.0,Summer,None
306,2,48342,10,2023,11,5,6,1,4,,,87015.6,87015.6,32,0,16.4,0,0.0,Winter,None
307,5,14484,10,2024,5,27,0,0,2,,,114527.975,114527.975,27,0,11.8,0,0.0,Summer,None
308,3,75112,0,2025,6,11,2,0,2,,,225336.0,225336.0,24,0,24.925,0,0.0,Monsoon,None
309,1,61423,5,2024,9,13,4,0,3,,,100037.04999999999,100037.04999999999,35,0,13.075,0,0.0,Monsoon,None
310,5,68955,5,2024,7,17,2,0,3,,,126644.01666666666,126644.01666666666,24,1,24.375,0,0.0,Monsoon,None
311,2,54662,20,2025,4,13,6,1,2,,,44309.06666666667,44309.06666666667,24,0,16.7,0,0.0,Summer,None
312,1,25673,0,2023,12,6,2,0,4,,,100018.86666666665,100018.86666666665,27,0,16.7,0,0.0,Winter,None
313,5,70511,0,2025,1,9,3,0,1,,,235603.69999999998,235603.69999999998,28,0,13.075,0,0.0,Winter,None
314,5,27101,10,2024,5,25,5,1,2,,,121954.5,121954.5,29,0,13.4,0,0.0,Summer,None
315,4,58124,15,2023,12,27,2,0,4,,,141502.8,141502.8,28,0,20.225,0,0.0,Winter,Light
316,4,76344,10,2024,5,11,5,1,2,,,274838.4,274838.4,25,0,21.175,0,0.0,Summer,None
317,3,79811,5,2025,6,1,6,1,2,,,140908.425,140908.425,24,0,22.0,0,0.0,Monsoon,None
318,3,47051,10,2024,10,27,6,1,4,,,127037.7,127037.7,26,0,21.525,0,0.0,Winter,None
319,1,79212,0,2025,5,26,0,0,2,,,122209.06666666667,122209.06666666667,25,0,13.075,0,0.0,Summer,None
320,3,27980,15,2024,1,22,0,0,1,,,105892.18000000001,105892.18000000001,27,0,11.8,0,0.0,Winter,None
321,2,33835,15,2025,2,25,1,0,1,,,57519.5,57519.5,17,0,26.925,0,0.0,Winter,None
322,2,55696,15,2024,3,18,0,0,1,,,119272.56000000001,119272.56000000001,32,0,22.0,0,0.0,Summer,None
323,4,67835,0,2025,2,21,4,0,1,,,161006.5,161006.5,24,0,21.849998,0,0.0,Winter,None
324,4,37394,20,2024,7,10,2,0,3,,,103338.20000000001,103338.20000000001,32,0,16.4,0,0.0,Monsoon,None
325,4,40507,5,2025,7,10,3,0,3,,,144722.05,144722.05,26,0,20.225,0,0.0,Monsoon,Light
326,2,5015,0,2023,11,12,6,1,4,,,108816.6,108816.6,26,1,16.075,1,0.0,Winter,None
327,4,58878,20,2024,9,19,3,0,3,,,133743.95,133743.95,25,0,25.0,0,0.0,Monsoon,None
328,1,5141,0,2024,11,24,6,1,4,,,30997.35,30997.35,27,0,11.8,0,0.0,Winter,None
329,1,7226,10,2024,10,16,2,0,4,,,7094.924999999999,7094.924999999999,27,0,21.175,0,0.0,Winter,None
330,5,27669,0,2024,10,25,4,0,4,,,137802.5,137802.5,22,0,21.525,0,0.0,Winter,None
331,3,43125,10,2024,3,8,4,0,1,,,83793.15,83793.15,21,1,26.0,0,0.0,Summer,None
332,5,54056,10,2024,3,23,5,1,1,,,182603.25,182603.25,29,0,13.4,0,0.0,Summer,None
333,2,21407,15,2023,11,22,2,0,4,,,100043.475,100043.475,24,0,25.0,0,0.0,Winter,None
334,4,26792,0,2025,6,1,6,1,2,,,107168.0,107168.0,31,0,26.925,0,0.0,Monsoon,None
335,1,17266,5,2025,8,26,1,0,3,,,88618.15000000001,88618.15000000001,22,0,26.0,0,0.0,Monsoon,None
336,4,28866,15,2023,11,21,1,0,4,,,164903.2666666667,164903.2666666667,28,0,21.175,0,0.0,Winter,None
337,2,72768,15,2024,7,19,4,0,3,,,123705.6,123705.6,29,0,23.425,0,0.0,Monsoon,Light
338,5,44620,0,2023,10,8,6,1,4,,,158312.73333333334,158312.73333333334,32,0,21.525,0,0.0,Winter,None
339,4,39237,5,2024,7,27,5,1,3,,,106873.26666666666,106873.26666666666,26,0,16.4,0,0.0,Monsoon,None
340,5,28761,15,2024,5,18,5,1,2,,,81055.21666666667,81055.21666666667,23,0,20.225,0,0.0,Summer,Light
341,3,28696,20,2024,8,27,1,0,3,,,62724.869999999995,62724.869999999995,28,0,23.425,0,0.0,Monsoon,Light
342,3,13698,20,2023,10,16,0,0,4,,,45817.85,45817.85,27,0,23.425,0,0.0,Winter,Light
343,1,67733,5,2024,10,19,5,1,4,,,34802.775,34802.775,27,0,21.075,0,0.0,Winter,None
344,5,22546,5,2025,8,21,3,0,3,,,40427.78333333333,40427.78333333333,27,0,21.175,0,0.0,Monsoon,None
345,3,72254,15,2025,2,2,6,1,1,,,106096.55,106096.55,24,0,21.849998,0,0.0,Winter,None
346,1,8062,5,2024,7,1,0,0,3,,,99034.33333333333,99034.33333333333,26,0,20.225,0,0.0,Monsoon,Light
347,1,70715,15,2024,11,7,3,0,4,,,31833.875,31833.875,20,0,24.375,0,0.0,Winter,None
348,1,25415,10,2025,6,26,3,0,2,,,22873.5,22873.5,30,0,20.225,0,0.0,Monsoon,Light
349,2,20517,20,2025,6,3,1,0,2,,,79834.53333333334,79834.53333333334,32,0,16.4,0,0.0,Monsoon,None
350,2,69618,0,2024,8,5,0,0,3,,,139236.0,139236.0,28,0,11.425,0,0.0,Monsoon,None
351,2,33205,20,2024,7,28,6,1,3,,,35438.0,35438.0,21,0,21.849998,0,0.0,Monsoon,None
352,4,71919,20,2024,9,7,5,1,3,,,180365.7666666667,180365.7666666667,30,0,24.925,0,0.0,Monsoon,None
353,1,52774,5,2024,1,22,0,0,1,,,107749.68333333333,107749.68333333333,32,0,22.0,0,0.0,Winter,None
354,4,12610,20,2025,7,20,6,1,3,,,101744.8,101744.8,25,0,13.075,0,0.0,Monsoon,None
355,1,34831,10,2023,10,8,6,1,4,,,113003.03333333334,113003.03333333334,29,0,11.425,0,0.0,Winter,None
356,4,44710,20,2025,1,26,6,1,1,,,80252.23333333334,80252.23333333334,37,1,24.925,1,0.0,Winter,None
357,3,1260,0,2025,5,8,3,0,2,,,106689.15,106689.15,37,0,21.175,0,0.0,Summer,None
358,1,17584,10,2024,1,14,6,1,1,,,78232.15,78232.15,26,0,20.225,0,0.0,Winter,Light
359,3,31082,10,2024,7,28,6,1,3,,,128782.13999999998,128782.13999999998,24,0,16.075,0,0.0,Monsoon,None
360,2,35165,15,2025,4,28,0,0,2,,,59300.75,59300.75,24,0,21.075,0,0.0,Summer,None
361,4,67674,5,2024,11,14,3,0,4,,,136309.48,136309.48,24,0,21.849998,0,0.0,Winter,None
362,4,67151,5,2024,10,20,6,1,4,,,173717.95,173717.95,23,0,21.849998,0,0.0,Winter,None
363,1,7087,0,2023,11,19,6,1,4,,,71342.98000000001,71342.98000000001,24,0,24.375,0,0.0,Winter,None
364,3,44103,15,2025,5,14,2,0,2,,,64060.916666666664,64060.916666666664,28,0,13.4,0,0.0,Summer,None
365,1,54671,0,2025,10,3,4,0,4,,,67297.825,67297.825,28,0,21.525,0,0.0,Winter,None
366,1,28783,5,2023,11,14,1,0,4,,,89712.08,89712.08,25,0,16.075,0,0.0,Winter,None
367,5,26170,15,2025,1,6,0,0,1,,,159885.85,159885.85,31,0,14.65,0,0.0,Winter,None
368,2,20101,15,2023,10,13,4,0,4,,,104173.83,104173.83,28,0,16.075,0,0.0,Winter,None
369,5,41691,20,2024,4,8,0,0,2,,,211358.1,211358.1,20,0,21.525,0,0.0,Summer,None
370,4,51848,0,2024,4,25,3,0,2,,,157922.53333333333,157922.53333333333,27,0,21.849998,0,0.0,Summer,None
371,1,14010,20,2025,6,28,5,1,2,,,122814.83333333333,122814.83333333333,28,0,14.65,0,0.0,Monsoon,None
372,2,78959,10,2024,10,25,4,0,4,,,142126.2,142126.2,20,0,24.925,0,0.0,Winter,None
373,3,59052,5,2023,11,4,5,1,4,,,239617.7333333333,239617.7333333333,20,0,16.7,0,0.0,Winter,None
374,1,24888,20,2023,10,17,1,0,4,,,73474.05,73474.05,26,0,21.525,0,0.0,Winter,None
375,3,34836,0,2025,9,23,1,0,3,,,244646.5,244646.5,23,0,21.175,0,0.0,Monsoon,None
376,3,76943,0,2024,10,3,3,0,4,,,117896.425,117896.425,37,0,24.925,0,0.0,Winter,None
377,4,24517,10,2024,6,23,6,1,2,,,122028.65000000001,122028.65000000001,24,0,16.075,0,0.0,Monsoon,None
378,2,10782,5,2025,1,30,3,0,1,,,40790.6,40790.6,37,0,21.075,0,0.0,Winter,None
379,2,64665,20,2025,8,28,3,0,3,,,103464.0,103464.0,24,0,11.8,0,0.0,Monsoon,None
380,2,22136,5,2025,2,23,6,1,1,,,79745.3,79745.3,25,0,13.4,0,0.0,Winter,None
381,1,68628,5,2024,4,9,1,0,2,,,99109.58333333333,99109.58333333333,27,0,11.8,0,0.0,Summer,None
382,5,46409,5,2025,8,12,1,0,3,,,234823.9875,234823.9875,20,0,16.7,0,0.0,Monsoon,None
383,4,34390,0,2024,6,30,6,1,2,,,104602.5,104602.5,27,0,11.8,0,0.0,Monsoon,None
384,3,38240,20,2025,8,26,1,0,3,,,115506.0,115506.0,28,0,11.425,0,0.0,Monsoon,None
385,3,18812,20,2024,11,23,5,1,4,,,106270.2125,106270.2125,24,0,24.375,0,0.0,Winter,None
386,3,13633,15,2025,3,6,3,0,1,,,127400.01666666666,127400.01666666666,23,0,21.849998,0,0.0,Summer,None
387,2,29494,10,2024,8,18,6,1,3,,,45286.333333333336,45286.333333333336,31,0,26.0,0,0.0,Monsoon,None
388,1,47491,15,2024,6,11,1,0,2,,,111533.53333333333,111533.53333333333,17,0,11.425,0,0.0,Monsoon,None
389,4,28562,15,2023,12,31,6,1,4,,,94965.6125,94965.6125,23,0,23.425,0,0.0,Winter,Light
390,4,45176,15,2024,12,29,6,1,4,,,99191.0125,99191.0125,23,0,20.225,0,0.0,Winter,Light
391,1,62507,0,2025,1,2,3,0,1,,,143921.5,143921.5,24,0,24.925,0,0.0,Winter,None
392,3,54885,15,2024,8,20,1,0,3,,,87179.175,87179.175,17,0,20.225,0,0.0,Monsoon,Light
393,2,48780,5,2024,2,1,3,0,1,,,98571.18000000001,98571.18000000001,24,0,25.0,0,0.0,Winter,None
394,5,78992,20,2024,5,22,2,0,2,,,219836.8,219836.8,29,0,23.425,0,0.0,Summer,Light
395,2,32994,15,2024,9,10,1,0,3,,,87018.75,87018.75,23,0,25.0,0,0.0,Monsoon,None
396,2,39486,5,2023,11,12,6,1,4,,,75023.4,75023.4,20,1,21.525,1,0.0,Winter,None
397,3,78278,15,2025,5,14,2,0,2,,,242512.56666666665,242512.56666666665,32,0,16.4,0,0.0,Summer,None
398,1,35049,15,2025,3,6,3,0,1,,,73523.175,73523.175,18,0,24.925,0,0.0,Summer,None
399,2,67709,10,2024,7,14,6,1,3,,,121876.2,121876.2,24,0,20.225,0,0.0,Monsoon,Light
400,4,63345,10,2024,5,22,2,0,2,,,111299.0625,111299.0625,25,0,21.175,0,0.0,Summer,None
401,1,66151,10,2024,6,14,4,0,2,,,92265.55,92265.55,20,0,24.375,0,0.0,Monsoon,None
402,2,58390,5,2024,2,2,4,0,1,,,98490.7,98490.7,20,0,24.375,0,0.0,Winter,None
403,3,34017,20,2024,6,18,1,0,2,,,92700.0,92700.0,21,0,26.925,0,0.0,Monsoon,None
404,2,40744,0,2025,9,17,2,0,3,,,139106.55,139106.55,32,0,21.525,0,0.0,Monsoon,None
405,2,54055,20,2024,1,28,6,1,1,,,101226.19166666667,101226.19166666667,28,0,16.075,0,0.0,Winter,None
406,1,31617,15,2023,11,21,1,0,4,,,46425.0625,46425.0625,26,0,11.8,0,0.0,Winter,None
407,4,27630,5,2025,2,11,1,0,1,,,107356.01428571428,107356.01428571428,32,0,22.0,0,0.0,Winter,None
408,2,31337,5,2025,1,2,3,0,1,,,97259.37999999999,97259.37999999999,37,0,21.175,0,0.0,Winter,None
409,2,74144,5,2025,5,5,0,0,2,,,140873.6,140873.6,14,0,20.225,0,0.0,Summer,Light
410,1,12174,5,2024,7,12,4,0,3,,,44399.450000000004,44399.450000000004,25,0,26.0,0,0.0,Monsoon,None
411,5,55124,5,2024,5,15,2,0,2,,,261839.0,261839.0,28,0,11.425,0,0.0,Summer,None
412,3,68890,20,2024,3,14,3,0,1,,,127384.34,127384.34,37,0,24.925,0,0.0,Summer,None
413,2,34522,15,2024,3,7,3,0,1,,,100406.8,100406.8,20,0,24.925,0,0.0,Summer,None
414,3,15297,10,2024,2,7,2,0,1,,,160325.16666666666,160325.16666666666,29,0,23.425,0,0.0,Winter,Light
415,1,74394,5,2025,10,2,3,0,4,,,70674.3,70674.3,30,1,11.8,0,0.0,Winter,None
416,3,51264,20,2024,5,11,5,1,2,,,123033.6,123033.6,24,0,11.425,0,0.0,Summer,None
417,5,71207,10,2025,1,9,3,0,1,,,134454.7333333333,134454.7333333333,37,0,21.175,0,0.0,Winter,None
418,5,59662,5,2024,7,31,2,0,3,,,283394.5,283394.5,19,0,14.65,0,0.0,Monsoon,None
419,4,75843,5,2024,9,23,0,0,3,,,125667.43333333335,125667.43333333335,25,0,26.0,0,0.0,Monsoon,None
420,1,47539,10,2025,7,3,3,0,3,,,106130.03333333333,106130.03333333333,22,0,21.525,0,0.0,Monsoon,None
421,3,78549,5,2024,11,3,6,1,4,,,86287.0,86287.0,27,0,21.175,0,0.0,Winter,None
422,4,34292,0,2024,1,9,1,0,1,,,185909.5,185909.5,25,0,21.175,0,0.0,Winter,None
423,2,53535,10,2024,5,2,3,0,2,,,75018.8,75018.8,27,0,16.075,0,0.0,Summer,None
424,1,38686,15,2025,6,19,3,0,2,,,69931.25,69931.25,29,0,26.925,0,0.0,Monsoon,None
425,5,50771,5,2024,11,12,1,0,4,,,115186.59999999999,115186.59999999999,20,0,20.225,0,0.0,Winter,Light
426,2,11405,5,2024,8,17,5,1,3,,,36010.325,36010.325,37,0,21.075,0,0.0,Monsoon,None
427,2,63889,15,2024,10,16,2,0,4,,,67021.3,67021.3,18,0,16.7,0,0.0,Winter,None
428,5,22292,10,2024,2,24,5,1,1,,,83351.2,83351.2,24,0,16.075,0,0.0,Winter,None
429,2,60140,20,2025,8,3,6,1,3,,,149105.96666666667,149105.96666666667,28,0,21.849998,0,0.0,Monsoon,None
430,2,25502,20,2023,12,11,0,0,4,,,63007.6,63007.6,20,0,21.075,0,0.0,Winter,None
431,4,42773,20,2024,4,16,1,0,2,,,147741.8,147741.8,25,0,20.225,0,0.0,Summer,Light
432,5,21146,10,2025,4,28,0,0,2,,,89838.45,89838.45,17,0,20.225,0,0.0,Summer,Light
433,2,79849,0,2025,2,17,0,0,1,,,130236.66666666667,130236.66666666667,28,0,11.425,0,0.0,Winter,None
434,3,41591,10,2025,9,20,5,1,3,,,197845.1,197845.1,19,0,14.65,0,0.0,Monsoon,None
435,1,17173,10,2024,7,17,2,0,3,,,120849.20000000001,120849.20000000001,27,1,13.4,0,0.0,Monsoon,None
436,4,8489,10,2025,5,25,6,1,2,,,59839.95,59839.95,21,0,21.849998,0,0.0,Summer,None
437,4,53664,0,2024,6,19,2,0,2,,,236736.53333333333,236736.53333333333,35,0,24.375,0,0.0,Monsoon,None
438,1,62470,5,2024,10,14,0,0,4,,,55791.5,55791.5,31,0,24.375,0,0.0,Winter,None
439,5,18345,20,2024,5,20,0,0,2,,,118398.95,118398.95,24,0,22.0,0,0.0,Summer,None
440,1,11787,15,2024,8,22,3,0,3,,,53940.549999999996,53940.549999999996,28,0,23.425,0,0.0,Monsoon,Light
441,2,14992,20,2023,10,11,2,0,4,,,23987.2,23987.2,24,0,25.0,0,0.0,Winter,None
442,2,52604,20,2025,4,19,5,1,2,,,138980.8,138980.8,31,0,21.075,0,0.0,Summer,None
443,4,48951,15,2024,2,10,5,1,1,,,228838.40000000002,228838.40000000002,20,0,13.4,0,0.0,Winter,None
444,1,62525,0,2025,2,9,6,1,1,,,95786.2,95786.2,26,0,16.4,0,0.0,Winter,None
445,2,72207,5,2025,4,15,1,0,2,,,90596.31666666665,90596.31666666665,28,0,21.525,0,0.0,Summer,None
446,2,6537,5,2025,2,17,0,0,1,,,190343.25,190343.25,20,0,16.7,0,0.0,Winter,None
447,4,12606,5,2024,10,5,5,1,4,,,94388.20000000001,94388.20000000001,14,0,20.225,0,0.0,Winter,Light
448,5,21916,0,2025,8,17,6,1,3,,,95605.43333333333,95605.43333333333,22,0,26.0,0,0.0,Monsoon,None
449,4,33930,5,2025,6,9,0,0,2,,,96249.06666666667,96249.06666666667,25,0,16.075,0,0.0,Monsoon,None
450,4,31978,10,2024,11,29,4,0,4,,,112842.2,112842.2,21,0,21.075,0,0.0,Winter,None
451,4,71504,15,2025,2,24,0,0,1,,,201496.8,201496.8,24,0,13.075,0,0.0,Winter,None
452,3,6748,5,2025,9,29,0,0,3,,,53422.375,53422.375,27,0,21.175,0,0.0,Monsoon,None
453,1,27172,20,2025,8,30,5,1,3,,,83700.32999999999,83700.32999999999,23,0,20.225,0,0.0,Monsoon,Light
454,2,9422,20,2024,7,6,5,1,3,,,115290.38,115290.38,31,0,14.65,0,0.0,Monsoon,None
455,3,15194,10,2024,5,2,3,0,2,,,34415.666666666664,34415.666666666664,30,0,16.7,0,0.0,Summer,None
456,5,27257,5,2025,4,1,1,0,2,,,87837.78333333333,87837.78333333333,18,0,16.7,0,0.0,Summer,None
457,4,35540,10,2024,10,3,3,0,4,,,72932.69,72932.69,25,0,13.4,0,0.0,Winter,None
458,2,19081,0,2025,2,27,3,0,1,,,54725.73333333334,54725.73333333334,20,0,21.075,0,0.0,Winter,None
459,5,7721,0,2025,1,17,4,0,1,,,114716.16,114716.16,25,0,25.0,0,0.0,Winter,None
460,3,5314,10,2024,7,8,0,0,3,,,89976.9,89976.9,20,0,20.225,0,0.0,Monsoon,Light
461,5,33808,15,2023,12,27,2,0,4,,,97302.15,97302.15,25,0,26.0,0,0.0,Winter,None
462,5,18349,10,2025,4,9,2,0,2,,,74538.99166666667,74538.99166666667,25,0,13.4,0,0.0,Summer,None
463,3,4938,20,2024,2,25,6,1,1,,,28774.55,28774.55,30,0,16.7,0,0.0,Winter,None
464,4,22056,20,2025,3,4,1,0,1,,,51255.89,51255.89,26,0,11.8,0,0.0,Summer,None
465,2,61626,15,2024,3,9,5,1,1,,,130213.22857142857,130213.22857142857,37,0,21.175,0,0.0,Summer,None
466,4,46513,0,2024,1,31,2,0,1,,,94558.6875,94558.6875,28,0,13.4,0,0.0,Winter,None
467,3,71994,15,2024,3,22,4,0,1,,,114112.7,114112.7,25,0,11.8,0,0.0,Summer,None
468,1,9724,20,2025,5,19,0,0,2,,,104546.1125,104546.1125,24,0,16.7,0,0.0,Summer,None
469,5,35560,20,2025,7,13,6,1,3,,,97606.4,97606.4,30,0,13.4,0,0.0,Monsoon,None
470,5,26114,15,2024,10,1,1,0,4,,,74399.85,74399.85,36,0,16.4,0,0.0,Winter,None
471,5,59190,0,2025,8,30,5,1,3,,,141366.3375,141366.3375,17,0,20.225,0,0.0,Monsoon,Light
472,2,21758,0,2024,11,26,1,0,4,,,101134.16666666667,101134.16666666667,22,0,21.175,0,0.0,Winter,None
473,5,11362,5,2024,10,19,5,1,4,,,88506.525,88506.525,27,0,16.7,0,0.0,Winter,None
474,3,4902,5,2024,6,18,1,0,2,,,53639.6,53639.6,26,0,21.525,0,0.0,Monsoon,None
475,5,35330,0,2025,2,25,1,0,1,,,112001.02142857143,112001.02142857143,28,0,16.075,0,0.0,Winter,None
476,1,60344,0,2024,8,19,0,0,3,,,38739.86666666667,38739.86666666667,25,0,13.4,0,0.0,Monsoon,None
477,5,65116,0,2025,2,12,2,0,1,,,264879.875,264879.875,23,0,21.175,0,0.0,Winter,None
478,1,51511,15,2024,5,20,0,0,2,,,43784.35,43784.35,19,0,13.075,0,0.0,Summer,None
479,5,74352,5,2024,8,14,2,0,3,,,307505.5,307505.5,28,0,11.425,0,0.0,Monsoon,None
480,3,34819,15,2024,2,26,0,0,1,,,151331.65,151331.65,29,0,13.4,0,0.0,Winter,None
481,3,50549,0,2024,5,8,2,0,2,,,183893.875,183893.875,20,0,16.7,0,0.0,Summer,None
482,2,47370,15,2025,2,24,0,0,1,,,75601.65,75601.65,30,0,11.8,0,0.0,Winter,None
483,4,62566,5,2024,4,4,3,0,2,,,158835.4,158835.4,32,0,21.525,0,0.0,Summer,None
484,4,27771,10,2024,2,17,5,1,1,,,107154.53,107154.53,25,0,25.0,0,0.0,Winter,None
485,2,20696,15,2025,7,2,2,0,3,,,51261.56666666667,51261.56666666667,24,0,21.075,0,0.0,Monsoon,None
486,4,16614,10,2024,8,19,0,0,3,,,70337.90000000001,70337.90000000001,30,0,11.8,0,0.0,Monsoon,None
487,1,52459,0,2024,1,4,3,0,1,,,37666.25,37666.25,30,0,20.225,0,0.0,Winter,Light
488,5,37036,15,2023,11,26,6,1,4,,,102067.56666666667,102067.56666666667,36,0,16.4,0,0.0,Winter,None
